"C_name","E_name","city","address","longitude","latitude","intro","year","count"
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2013",1827000
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2014",1881400
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2015",1832420
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2016",1507675
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2017",1538623
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2018",1294991
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2019",1149060
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2020",764624
"陽明公園","Yangming Park","臺北市","臺北市北投區竹子湖路1-20號",121.54762,25.155744,"陽明山國家公園緊臨臺北都會區，全區以大屯火山群彙為主，面積約11,338公頃，由內政部營建署陽明山國家公園管理處管理，因火山活動造成的錐狀與鐘狀火山體、火口湖、硫氣孔、地熱與溫泉，具有研究及娛樂價值，受季風影響，植物相兼具高草原、矮草原、闊葉樹林、亞熱帶雨林與水生植物群落，孕育臺灣水韭、大屯杜鵑、蝴蝶與鳥類，陽明山公園栽植的櫻花及杜鵑，使本區成為臺北近郊最吸引人的賞花場所。","2021",1287302
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2012",4360815
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2013",4500678
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2014",5402325
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2015",5287867
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2016",4665725
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2017",4410923
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2018",3860644
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2019",3832373
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2020",642163
"國立故宮博物院","National Palace Museum","臺北市","臺北市士林區至善路二段221號",121.54849,25.102355,"故宮收藏的文物珍寶，是舉世聞名的文化資產，從帝王收藏到全民共有，傳承有序的國立故宮博物院典藏，其收藏品的年代幾乎囊括了整個中華文化五千餘年未曾中斷的歷史，在世界文明史上獨一無二。博物院內60多萬件收藏品中，大多數是昔日中國皇室的收集品，皇室的收藏則始自1000多年前的宋朝。","2021",416836
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2012",339275
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2013",360927
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2014",495354
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2015",628133
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2016",682142
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2017",510595
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2018",284456
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2019",520889
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2020",478157
"臺北市立美術館","Taipei Fine Arts Museum","臺北市","臺北市中山區中山北路三段181號",121.52481,25.072411,"臺北市立美術館於民國72年（西元1983年）12月24日正式開館。位於臺北市北區圓山，佔地20,442平方公尺，具備11,741平方公尺的平面展示空間。作為臺灣首座現代美術館，臺北市立美術館從規劃開始，就有高度的理想與目標，就功能上而言，舉辦同時策劃當代藝術展覽，蒐集、典藏臺灣美術發展之代表性作品、研究美術學術、推廣美術教育以及推動國際交流，以期對內使市民生活與美術館結合，對外促進臺灣的美術發展使能與國際美術潮流齊頭並進。","2021",348594
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2012",1473139
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2013",1736893
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2014",1591856
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2015",1634535
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2016",1625780
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2017",1784736
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2018",1668865
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2019",1638495
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2020",166356
"國民革命忠烈祠","National Revolutionary Martyrs’ Shrine","臺北市","臺北市中山區北安路139號",121.53312,25.078381,"忠烈祠位在圓山飯店旁，背倚青山，面臨基隆河。建於民國58年（西元1969年），佔地廣大，主建築型式仿北京故宮太和殿，雄偉壯麗宏偉，象徵著烈士們成仁取義的大無畏精神。圍繞於忠烈祠四周的1萬餘坪的青草地，在群山的拱衛中，營造出一種清幽而肅穆的氣氛，更烘托出建築物的莊嚴。","2021",17468
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2012",710153
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2013",587311
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2014",358271
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2015",196774
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2016",330960
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2017",390871
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2018",187531
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2019",1415826
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2020",1287700
"國立歷史博物館","National Museum of History","臺北市","臺北市中正區南海路49號121.51119/25.031569",121.51119,25.031569,"國立歷史博物館座落在南海路上的植物園內，其建築風格為古典的中式建築。","2021",1326296
"國立臺灣科學教育館","National Taiwan Science Education Center","臺北市","臺北市士林區士商路189號",121.51674,25.096188,"臺灣科學教育館將科學帶出實驗室，並自然地融入日常生活中，讓你輕鬆發現生活中的科學樂趣。不只要解答每一個「為什麼」的好奇與疑惑，更開展了科學的無限視野，深入淺出的帶你進入科學的奧妙世界。位在三、四樓的生命科學、自然科學展示間，可以看到包括人類演化過程以及遺傳和基因的奧秘。五樓和六樓展示了包括由各種「力量和運動」體驗裝置構成的科學遊戲的世界。其他樓層還有各項好玩有趣的展覽和裝置。","2012",2321727
